standardized_smiles,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36,odor_37,odor_38,odor_39,odor_40,odor_41,odor_42,odor_43,odor_44,odor_45,odor_46,odor_47,odor_48,odor_49,odor_50,odor_51,odor_52,odor_53,odor_54,odor_55,odor_56,odor_57,odor_58,odor_59,odor_60,odor_61,odor_62,odor_63
BrC=Cc1ccccc1,Green,Green,Hyacinth,Leafy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC(C)(O)CCC=C(C)C,Musk,Woody,Dry,Sweet,Woody,Ambrette,Sweet,Waxy,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(C)=O)CCCCC1,Herbal,Woody,Dry,Immortelle,Herbal,Hay,Woody,Hay,Herbal,Nutty,Natural,Herbal,Leafy,Woody,Herbal,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1(OC(C)=O)CCCCC1C(C)CC,Woody,Dry,Woody,Amber,Amber,Guaiacwood,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCO,Floral,Geranium,Floral,Geranium,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C(=CC1OCCO1)c1ccccc1,Spices,Allspice,Cinnamyl,Spices,Warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12=C3C4C1=C1C2C3C14,Spices,Fruity,Mango,Fruity,Spices,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1=CC2COCC2CCCCCCCC1,Musk,Earthy,Earthy/ Musty,Natural,Animal,Earthy,Earthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1=CCOC=C1,Smokey,Smokey,Smokey,Smokey,Smokey,Smokey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1=NCCC1,Ammonia,Ammonia,Food,Sea,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CC2C3CC(C2C1)C1(CCCO1)C3,Grapefruit,Floral,Gardenia,Floral,Citrus,Fresh,Citrus,Grapefruit,Citrus,Floral,Rhubarb,Vetiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCC(SSC2CCCCC2)CC1,Alliaceous,Onion,Food,Onion,Sea,Nutty,Clam,Eggs,Coffee,Onion,Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCCC2(CCC1)CCCO2,Woody,Cistus,Saffron,Moth Balls,Woody,Animal,Moth Balls,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCCCCC2COCC2CCCC1,Woody,Dry,Woody,Amber,Amber,Warm,Old wood,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCNC1,Ammonia,Fishy,Alkane,Ammonia,Fishy,Fishy,Fishy,Sea,Animal,Eggs,Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCNCC1,Ammonia,Fishy,Ammonia,Fishy,Fishy,Floral,Fishy,Floral,Sweet,Floral,Animal,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CCSC1,Sulphurous,Stench,Sulphurous,Sulphurous,Sulphurous,Cabbage,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CNCCN1,Ammonia,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CSCCS1,Garlic,Onion,Fishy,Pyridine,Solvent,Sulphurous,Mushroom,Fishy,Fishy,Fishy,Food,Fermented,Solvent,Onion,Sulphurous,Sea,Sulphurous,Oyster,Turkey,Clam,Garlic,Onion,Sulphurous,Solvent,Garlic,Sulphurous,Garlic,Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CSCS1,Onion,Sulphurous,Cooked,Sweet,Onion,Sulphurous,Sulphurous,Onion,Sulphurous,Sulphurous,Sweet,Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CSCSC1,Alliaceous,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1SCSS1,Garlic,Roasted,Sulphurous,Mushroom,Sulphurous,Sulphurous,Beefy,Beefy,Garlic,Sulphurous,Garlic,Sulphurous,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1SSCSSS1,Mushroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C(C)C(C)O)C(C)C(C)(C)C,Woody,Clean,Dry,Woody,Amber,Amber,Vetiver,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C(=O)OC,Aromatic,Aromatic,Fruity,Aromatic,Fruity,Aromatic,Fruity,Acrylic,Aromatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C(=O)OCC,Camomile,Pungent,Apple,Pungent,Pungent,Pungent,Pungent,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C(CC(=O)O)CC(=O)O,Roasted,Cooked,Savory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C(CCC(C)=O)CC(=O)O,Floral,Floral,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C(CO)CC=C(C)C,Herbal,Herbal,Mimosa,Floral,Floral,Herbal,Herbal,Herbal,Herbal,Floral,Herbal,Herbal,Waxy,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C(O)CCC(C)CCO,Floral,Rose,Floral,Rose,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1=CC=C(C)CC1,Herbal,Woody,Herbal,Tropical,Woody,Herbal,Cool,Camphor,Cool,Oily,Turpentine,Chemical,Pine,Terpenic,Thyme,Herbal,Pine,Woody,Herbal,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1C=C2C(C)CCC2C(C)CC1,Earthy/ Musty,Musty,Musty/Moldy,Musty,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1C=CC(C)(O)CC1,Fresh,Minty,Minty,Terpenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1C=CC(C)=CC1,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1C=CC2=CC(=O)CC(C)C2(C)C1,Grapefruit,Citrus,Fruity,Citrus,Grapefruit,Juicy,Tropical,Citrus,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC(=O)C2(C)OC2C1,Spices,Sweet,Spearmint,Spearmint,Caraway,Spices,Minty,Minty,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(=O)C1,Herbal,Bready,Spices,Herbal,Sweet,Green,Green,Herbal,Camphor,Spearmint,Caraway,Fennel,Licorice,Spices,Minty,Minty,Minty,Sweet,Basil,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(O)C1,Herbal,Solvent,Spices,Herbal,Fresh,Solvent,Herbal,Spearmint,Spearmint,Spearmint,Solvent,Caraway,Caraway,Spices,Minty,Minty,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(OC(=O)CC)C1,Sweet,Fruity,Fruity,Fruity,Minty,Sweet,Warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)C(OC(C)=O)C1,Herbal,Herbal,Sweet,Fruity,Green,Green,Herbal,Sour,Spearmint,Fruity,Sour,Fruity,Minty,Sweet,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C)CC1,Aromatic,Herbal,Herbal,Woody,Paint,Petroleum,Lemon,Lemon,Orange,Orange,Aromatic,Herbal,Herbal,Orange,Orange,Sweet,Citrus,Citrus,Fresh,Citrus,Citrus,Lemon,Lemon,Petroleum,Woody,Herbal,Herbal,Citrus,Citrus,Lemon,Lemon,Phenolic,Aromatic,Camphor,Camphor,Aromatic,Petroleum,Resin,Penetrating,Paint,Pepper,Lemon,Lemon,Minty,Minty,Sweet,Lemon,Lemon,Pine,Terpenic,Terpenic,Lemon,Lemon,Herbal,Herbal,Phenolic,Pine,Woody,Aromatic,Herbal,Herbal,Resin,Woody
C=C(C)C1CC=C(C2OCC(C)O2)CC1,Herbal,Spices,Herbal,Herbal,Spices,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(C=O)CC1,Clove,Herbal,Herbal,Orange,Limonene,Spices,Spices,Pungent,Herbal,Herbal,Orange,Sweet,Citrus,Green,Green,Fresh,Fresh,Cherry,Citrus,Grassy,Grassy,"Grassy (Fresh, Sweet)","Grassy(Green, Sharp)","Grassy(Green, Sharp)",Green,Green,Herbal,Herbal,Citrus,Cherry,Oily,Pungent,Pungent,Pungent,Pungent,Cinnamyl,Clove,Cumin,Cumin,Dill,Dill,Spices,Spices,Minty,Minty,Sweet,Grassy,Grassy,Cucumber,Herbal,Herbal,Herbal,Herbal,,,,,,,,,,
C=C(C)C1CC=C(CO)CC1,Aromatic,Woody,Orange,Bois de rose,Floral,Lilac,Spices,Aromatic,Floral,Orange,Sweet,Green,Green,Woody,Green,Green,Aromatic,Floral,Aromatic,Cardamom,Cumin,Spices,Sweet,Cucumber,Waxy,Woody,Aromatic,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CC=C(COC(C)=O)CC1,Woody,Fruity,Berry,Raspberry,Woody,Fruity,Fruity,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(O)C(O)C1,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(O)C1C,Spices,Citrus,Citrus,Citrus,Camphor,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(O)CC1,Woody,Earthy,Earthy/ Musty,Musty,Musty/Moldy,Pungent,Woody,Pungent,Pungent,Earthy,Musty,Pungent,Pungent,Woody,Earthy,Musty,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)(OC(C)=O)C1C,Herbal,Woody,Herbal,Woody,Herbal,Clary sage,Warm,Herbal,Woody,Herbal,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)=C(OO)C1,Turpentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)=C1CC(C)(C)COC(=O)CC,Musk,Sweet,Animal,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C(=O)C1,Herbal,Herbal,Herbal,Herbal,Rye bready,Woody,Herbal,Herbal,Herbal,Herbal,Hay,Woody,Hay,Herbal,Herbal,Herbal,Herbal,Cool,Camphor,Cool,Menthol,Spearmint,Spearmint,Minty,Minty,Warm,Warm,Warm,Warm,Terpenic,Herbal,Herbal,Herbal,Herbal,Woody,Herbal,Herbal,Herbal,Herbal,Woody,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C(O)C1,Herbal,Woody,Spices,Spices,Herbal,Sweet,Fresh,Woody,Herbal,Cool,Camphor,Cool,Menthol,Spearmint,Spices,Spices,Minty,Sweet,Terpenic,Herbal,Woody,Herbal,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C(OC(C)=O)C1,Medicinal,Sweet (Medicinal),Floral,Rose,Vegetable,Floral,Rose,Sweet,Fruity,Green,Green,Medicinal,Medicinal,Camphor,Medicinal,Floral,Fruity,Cumin,Fruity,Minty,Sweet,Sweet (Medicinal),Vanilla,Pine,Bean,Cucumber,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C1C=O,Herbal,Herbal,Herbal,Camphor,Minty,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,Balsamic,Woody,Woody,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2=O,Woody,Woody,Pepper,Agarwood,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)CC1=O,Herbal,Herbal,Fresh,Herbal,Peppermint,Minty,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)CC1O,Herbal,Herbal,Woody,Woody,Medicinal,Medicinal,Herbal,Herbal,Green,Grassy,"Grassy(Green, Sharp)",Woody,Woody,Green,Herbal,Herbal,Cool,Cool,Medicinal,Medicinal,Medicinal,Medicinal,Cool,Cool,Medicinal,Medicinal,Minty,Minty,Grassy,Herbal,Herbal,Woody,Woody,Herbal,Herbal,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)CC1OC(C)=O,Woody,Medicinal,Sweet (Medicinal),Sweet,Berry,Tropical,Woody,Cool,Medicinal,Medicinal,Camphor,Cool,Medicinal,Menthol,Peppermint,Minty,Sweet,Sweet (Medicinal),Leafy,Seedy,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C)CC1OC=O,Floral,Floral,Green,Green,Floral,Minty,Leafy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC(C=O)CC1,Herbal,Spices,Herbal,Fruity,Herbal,Fruity,Spices,Fruity,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC2(C)CCC=C(C)C2C1,Amber,Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC2(C)CCCC(=C)C2C1,Herbal,Herbal,Herbal,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC2(C)OC2C1,Herbal,Herbal,Clean,Clean,Herbal,Herbal,Citrus,Citrus,Citrus,Fruity,Green,Green,Fresh,Fresh,Fresh,Citrus,Citrus,Citrus,Green,Green,Herbal,Herbal,Citrus,Citrus,Citrus,Spearmint,Spearmint,Fruity,Fruity,Minty,Minty,Herbal,Herbal,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,Woody,Woody,Grapefruit,Grapefruit,Orange,Orange,Gardenia,Gardenia,Orange,Orange,Sweet,Sweet,Citrus,Citrus,Citrus,Citrus,Grapefruit,Grapefruit,Woody,Woody,Citrus,Citrus,Sweet,Sweet,Terpenic,Woody,Woody,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC2=CCCC(C)C2(C)C1,Woody,Grapefruit,Orange,Orange,Sweet,Citrus,Green,Fresh,Citrus,Grapefruit,Woody,Green,Citrus,Oily,Sweet,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C1CCC2CC(=O)CC(C)C2(C)C1,Grapefruit,Citrus,Fruity,Citrus,Grapefruit,Citrus,Fruity,Strong,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C=CC(CCC(C)=O)C(C)C,Tobacco,Fruity,Melon,Hay,Hay,Tea,Tobacco,Fruity,Fruity,Tobacco,Carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)C=O,Floral,Floral,Green,Green,Floral,Foliage,Hyacinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CC(C)=O,Vegetable,Pungent,Pungent,Pungent,Pungent,Pungent,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CC(C)OC(=O)C(C)C,Herbal,Camomile,Floral,Floral,Herbal,Fruity,Herbal,Floral,Fruity,Natural,Fruity,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCC(C)=O,Vegetable,Green,Green,Foliage,Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)=CCC(C)C=O,Aldehydic,Floral,Floral,Sweet,Citrus,Fruity,Citrus,Citrus,Floral,Fruity,Animal,Powdery,Fruity,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCO,Winey,Metallic,Lemon,Mandarin,Limonene,Earthy/ Musty,Musty,Musty/Moldy,Floral,Floral,Geranium,Geranium,Rose,Rose,Spices,Spices,Floral,Floral,Geranium,Geranium,Rose,Rose,Sweet,Citrus,Fruity,Fresh,Citrus,Lemon,Citrus,Lemon,Metallic,Floral,Floral,Fruity,Oily,Metallic,Citronella,Musty,Powdery,Powdery,Spices,Spices,Fruity,Lemon,Sweet,Lemon,Lemon,Waxy,Waxy,Musty,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC(=O)C(C)C,Floral,Geranium,Rose,Spices,Floral,Geranium,Rose,Sweet,Fruity,Tropical,Floral,Fruity,Natural,Spices,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC(=O)CC,Floral,Geranium,Rose,Floral,Geranium,Rose,Floral,Verbena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC(=O)CC(C)C,Floral,Rose,Floral,Rose,Fruity,Floral,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC(=O)CCC,Floral,Geranium,Rose,Floral,Geranium,Rose,Fruity,Berry,Tropical,Floral,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1,Honey,Floral,Geranium,Rose,Floral,Geranium,Rose,Sweet,Green,Green,Floral,Powdery,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC(=O)c1ccccc1,Floral,Rose,Floral,Rose,Sweet,Ylang,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC(C)=O,Floral,Geranium,Rose,Spices,Floral,Geranium,Rose,Citrus,Fruity,Fresh,Citrus,Citrus,Floral,Fruity,Powdery,Spices,Fruity,Leafy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CCOC=O,Dry,Floral,Geranium,Rose,Floral,Geranium,Rose,Green,Green,Floral,Leafy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCCC(C)CO,Melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCO,Sweet,Fruity,Fruity,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCOC(=O)C(C)(C)C,Herbal,Camomile,Floral,Rose,Floral,Herbal,Rose,Fruity,Fresh,Herbal,Floral,Fruity,Fruity,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCOC(C)=O,Fruity,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)COC(=O)CCC,Ether,Sweet,Fruity,Apple,Pineapple,Plum,Fruity,Pineapple,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)COCCC=CCC,Floral,Floral,Green,Fresh,Pear,Tropical,Green,Bell Pepper,Floral,Bell Pepper,Radish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)OC(C)=O,Acetic,Ether,Sweet,Fruity,Berry,Grape,Fruity,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)c1cc(C(C)=O)ccn1,Herbal,Roasted,Fermented,Herbal,Green,Green,Herbal,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)c1ccc(C)cc1,Clove,Lemon,Earthy/ Musty,Musty,Musty/Moldy,Spices,Citrus,Citrus,Lemon,Citrus,Lemon,Phenolic,Nutty,Coffee,Musty,Clove,Spices,Lemon,Lemon,Pine,Lemon,Phenolic,Pine,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)c1cccc(C(C)CC=O)c1,Ozone,Floral,Floral,Green,Fresh,Melon,Green,Floral,Cortex,Ozone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)c1ccnc(C(C)=O)c1,Sweet,Green,Grassy,"Grassy(Green, Sharp)",Green,Amber,Amber,Minty,Sweet,Grassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)c1ccnc(CC)c1,Herbal,Bitter,Herbal,Herbal,Nutty,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)c1cnccn1,Roasted,Caramel,Chocolate,Chocolate,Nutty,Caramel,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C=O)C(C)CC(C)(C)C,Camphor,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C=O)C(C)CCC=C(C)C,Woody,Bergamot,Citrus,Green,Fresh,Citrus,Woody,Green,Citrus,Petitgrain,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CC(C)CO)C1CC=C(C)C1(C)C,Woody,Woody,Natural,Sandalwood,Sandalwood,Woody,Sandalwood,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CC=O)CCC=C(C)C,Aldehydic,Lemon,Bois de rose,Floral,Vegetable,Floral,Juicy,Lemon,Lemon,Floral,Lemon,Lemon,Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CCC=C(C)C)C1CC=C(C)CC1,Balsamic,Balsamic,Woody,Woody,Woody,Woody,Woody,Woody,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CCCCC)C(C)=O,Mushroom,Earthy/ Musty,Musty,Musty/Moldy,Fungal,Musty,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CCOC(C)=O)c1ccccc1,Balsamic,Alcohol,Floral,Floral,Sweet,Alcohol,Anisic,Floral,Acacia,Alcohol,Anisic,Sweet,Hawthorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CO)C1CC=C(C)CC1,Clean,Citrus,Citrus,Citrus,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(COC(C)=O)C1CC=C(C)CC1,Sweet,Fruity,Fruity,Fruity,Minty,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
