standardized_smiles,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36,odor_37,odor_38,odor_39,odor_40,odor_41,odor_42,odor_43,odor_44,odor_45,odor_46,odor_47,odor_48,odor_49,odor_50,odor_51,odor_52,odor_53,odor_54,odor_55,odor_56,odor_57,odor_58,odor_59,odor_60,odor_61,odor_62,odor_63
CCCCCCOC(=O)C(C)CC,Building materials &,Food,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Green,Nature,Non-citrus fruity,Non-citrus fruity,Spices,Sweet,Waxy,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)C(C)O,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Green,Nature,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)C=CC(=O)OCCCCCC,Aromatic,Chemical/ Hydrocar,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fresh,Fuel/ Gas Station/ S,Green,Herbaceous,Nature,Non-food items,Solvent/ Hydrocarbo,Vegetation,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)C=Cc1ccccc1,Balsamic,Fragrant/ Fruity,Nature,Plants,Spices,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)CC,Dairy,Dairy,Dry fruit,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Nature,Nature,Non-food items,Rotten,Rotten,Sharp/ Pungent,Sulphur/ Cabbage/ G,Sweet,Waxy,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)CC(C)C,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)CC(C)S,Aromatic,Food,Fragrant,Fragrant/ Fruity,Herbaceous,Nature,Spices,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)CCC,Dry fruit,Estery,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Other,Sweet,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)CCCC,Beverage,Fragrant/ Fruity,Fragrant/ Fruity,Green,Nature,Non-food items,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)CCCCC,Aromatic,Food,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Grassy/ Woody,Green,Herbaceous,Nature,Sweet,Sweet,Terpenes/ Pine/ Lem,Vegetation,Waxy,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)CCCCCC,Beverage,Fragrant/ Fruity,Green,Vegetation,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)Cc1ccccc1,Beverage,Caramel,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Green,Nature,Nature,Soft floral,Sweet,Sweet,Vegetation,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)c1ccccc1,Balsamic,Building materials &,Clean,Fragrant/ Fruity,Fresh,Grassy/ Woody,Green,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)c1ccccc1O,Aromatic,Floral,Fragrant,Fragrant/ Fruity,Fresh,Green,Herbaceous,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(=O)c1ccco1,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Green,Nature,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(C)=O,Aromatic,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Green,Herbaceous,Nature,Nature,Non-citrus fruity,Non-citrus fruity,Sweet,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(C)OC,Aromatic,Floral,Fragrant,Fragrant/ Fruity,Green,Herbaceous,Vegetation,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(C)OCC,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Fragrant,Fragrant/ Fruity,Green,Microbial,Nature,Other,Sharp/ Pungent,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(C)OCCC(C)C,Fragrant,Fragrant/ Fruity,Fruity,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(C)OCCCCCC,Aromatic,Chemical/ Hydrocar,Fragrant,Fragrant,Fragrant/ Fruity,Green,Herbaceous,Sweet,Vegetation,Waxy,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC(CCCCC)OCCCCCC,Fragrant/ Fruity,Grassy/ Woody,Grassy/ Woody,Green,Terpenes/ Pine/ Lem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOC=O,Chemical/ Hydrocar,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOCC#N,Aromatic,Floral,Floral,Fragrant,Fragrant,Fragrant,Herbaceous,Nature,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCOCC(OC)OC,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Green,Nature,Nature,Sweet,Sweet,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCS,Alliaceous,Alliaceous,Bakery,Burnt,Chemical/ Hydrocar,Food,Marshy/ Septic/ Sulp,Nature,Non-vegetarian,Nutty,Sickening,Sickening,Sickening,Sulphur/ Cabbage/ G,Sulphur/ Cabbage/ G,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCSC#N,Fragrant/ Fruity,Grassy/ Woody,Green,Lemon,Nose Feel,Sharp/ Pungent,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCc1ccccn1,Food,Fragrant/ Fruity,Green,Non-vegetarian,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCc1cccs1,Chemical/ Hydrocar,Floral,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Green,Marshy/ Septic/ Sulp,Nature,Nature,Nature,Non-vegetarian,Other,Sickening,Sulphur/ Cabbage/ G,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCN,Ammonia,Ammonia,Fishy/ Ammonia,Fishy/ Ammonia,Fishy/ Rancid,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCN=C=S,Food,Foul,Fragrant/ Fruity,Green,Nose Feel,Pungent,Sharp/ Pungent,Sickening,Vegetables,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCO,Bakery,Balsamic,Beverage,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Foul,Foul,Fragrant,Fuel/ Gas Station/ S,Medicinal/ Alcohol,Microbiological,Non-food items,Nose Feel,Pungent,Pungent,Rancid,Rancid/ Putrid,Sharp/ Pungent,Sickening,Solvent/ Hydrocarbo,Solvent/ Hydrocarbo,Sweet,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)C(C)C,Bakery,Caramel,Dairy,Dry fruit,Fragrant/ Fruity,Fruity,Fruity,Fruity,Nature,Non-citrus fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)C(C)CC,Fragrant/ Fruity,Fruity,Fruity,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)C(C)O,Beverage,Beverage,Fragrant/ Fruity,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)C=Cc1ccccc1,Balsamic,Chocolate,Floral,Food,Mossy woods,Soft oriental,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)CC,Dry fruit,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)CC(C)C,Fragrant/ Fruity,Fresh,Fruity,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)CCC,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Nature,Non-citrus fruity,Non-citrus fruity,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)CCCC,Foul,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Nose Feel,Pungent,Sharp/ Pungent,Sickening,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)CCCCC,Beverage,Estery,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Sweet,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)CCSC,Chemical/ Hydrocar,Fragrant/ Fruity,Fruity,Fruity,Marshy/ Septic/ Sulp,Nature,Nature,Non-citrus fruity,Sickening,Sulphur/ Cabbage/ G,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)Cc1ccccc1,Balsamic,Caramel,Chocolate,Dry woods,Herbaceous,People & animals,Sweet,Tobacco smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)c1ccccc1,Balsamic,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Fragrant,Fragrant/ Fruity,Green,Mossy woods,Nature,Sharp/ Pungent,Soft oriental,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)c1ccccc1N,Floral,Floral,Fragrant,Fruity,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)c1ccccc1O,Aromatic,Caramel,Chocolate,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Green,Herbaceous,Nature,Nature,Sweet,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(=O)c1ccco1,Aromatic,Beverage,Caramel,Foul,Fragrant,Fragrant,Fragrant/ Fruity,Herbaceous,Minty,Nature,Non-food items,Spices,Spices,Sweet,Sweet,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC(C)=O,Chemical/ Hydrocar,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Fragrant/ Fruity,Fruity,Fruity,Fruity,Nature,Non-citrus fruity,Sharp/ Pungent,Sweet,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCOC=O,Chemical/ Hydrocar,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Green,Nature,Non-citrus fruity,Other,Ripe/ Unripe,Sharp/ Pungent,Sweet,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCS,Alliaceous,Bakery,Chemical/ Hydrocar,Food,Food,Foul,Fragrant/ Fruity,Fruity,Green,Marshy/ Septic/ Sulp,Nature,Non-vegetarian,Sickening,Sulphur/ Cabbage/ G,Sulphur/ Cabbage/ G,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCSSC,Alliaceous,Chemical/ Hydrocar,Marshy/ Septic/ Sulp,Marshy/ Septic/ Sulp,Nature,Sickening,Sickening,Sulphur/ Cabbage/ G,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCc1cccc(=O)o1,Brown,Chemical/ Hydrocar,Dairy,Dry fruit,Earthy,Fragrant,Microbiological,Nutty,Plants,Popcorn,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCc1ccccn1,Aromatic,Earthy,Food,Food,Fragrant,Fragrant/ Fruity,Fruity,Green,Herbaceous,Herbaceous,Non-vegetarian,Non-vegetarian,Vegetables,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCc1ccco1,Bakery,Building materials &,Caramel,Dairy,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Food,Fragrant/ Fruity,Fragrant/ Fruity,Green,Metallic,Nature,Nose Feel,Sharp/ Pungent,Sweet,Vegetables,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCc1cccs1,Bakery,Bloody,Dry fruit,Food,Foul,Fragrant,Fragrant/ Fruity,Fruity,Grains,Nature,Non-vegetarian,Nutty,Popcorn,Restaurant,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCN,Ammonia,Ammonia,Fishy/ Ammonia,Fishy/ Ammonia,Fishy/ Rancid,Food,Food,Non-vegetarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCN=C=S,Chemical/ Hydrocar,Foul,Fragrant/ Fruity,Green,Marshy/ Septic/ Sulp,Nature,Nose Feel,Pungent,Sharp/ Pungent,Sickening,Sickening,Sulphur/ Cabbage/ G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCO,Balsamic,Beverage,Beverage,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Foul,Fragrant,Fruity,Medicinal/ Alcohol,Medicinal/ Phenolic,Minty,Non-citrus fruity,Non-food items,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)C(C)C,Chemical/ Hydrocar,Dairy,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Lemon,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)C(C)CC,Caramel,Chocolate,Chocolate,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)C(C)CCC,Aromatic,Aromatic,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Herbaceous,Minty,Nature,Nature,Non-citrus fruity,Sweet,Vegetation,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)C(C)O,Chemical/ Hydrocar,Chemical/ Hydrocar,Dairy,Dairy,Dairy,Dairy,Dairy,Dairy,Earthy,Earthy,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Foul,Foul,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Microbiological,Nature,Nature,Sharp/ Pungent,Sweet,Sweet,Sweet,Sweet,Waxy,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)C(C)OC(=O)CCC,Bakery,Caramel,Dairy,Dairy,Dairy,Dairy,Dairy,Dairy,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Green,Lemon,Microbiological,Nature,Rancid/ Putrid,Sharp/ Pungent,Sharp/ Pungent,Sweet,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)C=Cc1ccccc1,Balsamic,Chocolate,Food,Food,Fragrant,Fragrant/ Fruity,Nature,Spices,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CC,Beverage,Chemical/ Hydrocar,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Estery,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Nature,Non-citrus fruity,Non-citrus fruity,Sharp/ Pungent,Sweet,Sweet,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CC(C)=O,Beverage,Beverage,Foul,Fragrant,Fragrant/ Fruity,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CC(C)C,Chemical/ Hydrocar,Foul,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Nose Feel,Pungent,Sharp/ Pungent,Sickening,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,Aromatic,Beverage,Fragrant,Fragrant,Herbaceous,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CCC,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Non-citrus fruity,Non-citrus fruity,Other,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CCC(C)=O,Aromatic,Caramel,Fragrant,Fragrant/ Fruity,Herbaceous,Nature,Salty,Sweet,Sweet,Vegetation,Waxy,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CCCC,Chemical/ Hydrocar,Chemical/ Hydrocar,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,Fragrant/ Fruity,Nature,Non-food items,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)Cc1ccccc1,Caramel,Caramel,Chocolate,Chocolate,Floral,Floral,Food,Fragrant,Fragrant,Grassy/ Woody,Herbaceous,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)c1ccc(O)cc1,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)c1ccccc1,Balsamic,Building materials &,Food,Fragrant/ Fruity,Grassy/ Woody,Mossy woods,Nature,Soft oriental,Spices,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)c1ccccc1N,Beverage,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Nature,Nature,Plants,Soft floral,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)c1ccccc1O,Aromatic,Chemical/ Hydrocar,Floral,Floral,Fragrant,Fragrant,Herbaceous,Medicinal/ Alcohol,Medicinal/ Phenolic,Minty,Nature,Nature,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)c1ccco1,Floral,Floral,Fragrant,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(C)=O,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fuel/ Gas Station/ S,Grassy/ Woody,Green,Lemon,Nature,Non-citrus fruity,Non-citrus fruity,Nose Feel,Other,Sharp/ Pungent,Sickening,Solvent/ Hydrocarbo,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(C)OCC,Beverage,Beverage,Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(C)OCCCC,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Green,Microbial,Nature,Nature,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(C)OCCc1ccccc1,Food,Fragrant/ Fruity,Green,Nutty,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(CCCC)OCCCC,Fragrant,Nutty,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC=O,Beverage,Beverage,Beverage,Fragrant/ Fruity,Fruity,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOCCOC(C)=O,Fragrant,Fragrant/ Fruity,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOCCc1ccccc1,Building materials &,Earthy,Floral,Floral,Fragrant,Fragrant/ Fruity,Green,Metallic,Nature,Nose Feel,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOCc1ccc(O)c(OC)c1,Dairy,Fragrant/ Fruity,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOCc1ccccc1,Floral,Floral,Fragrant,Fragrant,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOc1ccc(C)cc1,Floral,Fragrant,Microbiological,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOc1ccc2ccccc2c1,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Nature,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOc1ccccc1,Minty,Spices,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCS,Alliaceous,Alliaceous,Bakery,Chemical/ Hydrocar,Cooked,Dairy,Foul,Marshy/ Septic/ Sulp,Marshy/ Septic/ Sulp,Nature,Non-vegetarian,Restaurant,Restaurant,Salty,Sickening,Sickening,Sickening,Sulphur/ Cabbage/ G,Sulphur/ Cabbage/ G,Vegetables,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCSC,Alliaceous,Alliaceous,Chemical/ Hydrocar,Food,Marshy/ Septic/ Sulp,Marshy/ Septic/ Sulp,Nature,Sickening,Sickening,Sickening,Sulphur/ Cabbage/ G,Sulphur/ Cabbage/ G,Vegetables,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
